route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,blockname
4,305,131574020,EASTGATE HAMILTON PL,0,10102,4:13,457
4,305,131580020,EASTGATE HAMILTON PL,0,10102,4:13,457
4,305,131581020,EASTGATE HAMILTON PL,0,10102,4:13,457
4,305,131645020,DOWNTOWN,1,10102,4:64,457
4,305,131646020,DOWNTOWN,1,10102,4:64,457
4,305,131652020,DOWNTOWN,1,10102,4:64,457
4,305,131653020,DOWNTOWN,1,10102,4:65,457
21,58,131236070,GOLDEN GATEWAY,0,10107,21:01,457
21,58,131237070,GOLDEN GATEWAY,0,10107,21:01,457
21,58,131239070,GOLDEN GATEWAY,0,10107,21:02,457
21,58,131255070,DOWNTOWN,1,10107,21:55,457
21,58,131256070,DOWNTOWN,1,10107,21:52,457
21,58,131258070,DOWNTOWN,1,10107,21:52,457
4,305,131570020,EASTGATE HAMILTON PL,0,10202,4:10,458
4,305,131642020,DOWNTOWN,1,10202,4:65,458
4,58,131690070,EASTGATE HAMILTON PL,0,10207,4:10,458
4,58,131691070,EASTGATE HAMILTON PL,0,10207,4:13,458
4,58,131692070,EASTGATE HAMILTON PL,0,10207,4:13,458
4,58,131693070,EASTGATE HAMILTON PL,0,10207,4:13,458
8,305,131905020,EASTDALE,0,10702,8:02,801
8,305,131906020,EASTDALE,0,10702,8:02,801
8,305,131907020,EASTDALE,0,10702,8:02,801
8,305,131908020,EASTDALE,0,10702,8:02,801
8,305,131909020,EASTDALE,0,10702,8:02,801
8,305,131910020,EASTDALE,0,10702,8:02,801
8,305,131911020,EASTDALE,0,10702,8:02,801
8,305,131912020,EASTDALE,0,10702,8:02,801
8,305,131913020,EASTDALE,0,10702,8:02,801
8,305,131914020,EASTDALE,0,10702,8:02,801
8,305,131915020,EASTDALE,0,10702,8:02,801
8,305,131916020,EASTDALE,0,10702,8:02,801
8,305,131917020,EASTDALE,0,10702,8:02,801
8,305,131918020,EASTDALE,0,10702,8:02,801
8,305,131919020,EASTDALE,0,10702,8:02,801
8,305,131920020,EASTDALE,0,10702,8:02,801
8,305,131921020,EASTDALE,0,10702,8:02,801
8,305,131922020,EASTDALE,0,10702,8:02,801
8,305,131923020,EASTDALE,0,10702,8:02,801
8,305,131924020,EASTDALE,0,10702,8:02,801
8,58,131978070,,1,10807,8:53,802
8,58,131979070,,1,10807,8:53,802
8,58,131980070,,1,10807,8:53,802
8,58,131981070,,1,10807,8:53,802
8,58,131982070,,1,10807,8:53,802
8,58,131983070,,1,10807,8:53,802
8,58,131984070,,1,10807,8:53,802
8,58,131985070,,1,10807,8:53,802
8,58,131986070,,1,10807,8:53,802
8,58,131987070,,1,10807,8:53,802
8,58,131988070,,1,10807,8:53,802
8,58,131989070,,1,10807,8:53,802
8,58,131990070,,1,10807,8:53,802
8,58,131991070,,1,10807,8:53,802
16,64,131089010,NORTHGATE,0,10901,16:13,901
16,64,131095010,NORTHGATE,0,10901,16:09,901
16,64,131096010,NORTHGATE,0,10901,16:13,901
16,64,131099010,DOWNTOWN,1,10901,16:20,901
16,64,131105010,DOWNTOWN,1,10901,16:20,901
16,64,131106010,DOWNTOWN,1,10901,16:20,901
9,64,132092010,EAST LAKE  ,0,10901,9:02,901
9,64,132093010,EAST LAKE  ,0,10901,9:02,901
9,64,132094010,EAST LAKE  ,0,10901,9:02,901
9,64,132102010,DOWNTOWN,1,10901,9:51,901
9,64,132103010,DOWNTOWN,1,10901,9:51,901
9,64,132104010,DOWNTOWN,1,10901,9:52,901
9,64,132105010,DOWNTOWN,1,11101,9:51,903
9,64,132108010,DOWNTOWN,1,11101,9:51,903
9,64,132110010,DOWNTOWN,1,11101,9:52,903
16,305,130983020,NORTHGATE,0,11102,16:11,903
16,305,130987020,NORTHGATE,0,11102,16:11,903
16,305,131012020,DOWNTOWN,1,11102,16:20,903
16,305,131016020,DOWNTOWN,1,11102,16:20,903
9,305,131993020,EAST LAKE,0,11102,9:03,903
9,305,131994020,EAST LAKE  ,0,11102,9:02,903
9,305,131997020,EAST LAKE  ,0,11102,9:02,903
9,305,132022020,DOWNTOWN,1,11102,9:51,903
9,305,132023020,DOWNTOWN,1,11102,9:52,903
9,305,132027020,DOWNTOWN,1,11102,9:51,903
16,58,131042070,NORTHGATE,0,11107,16:13,903
16,58,131053070,NORTHGATE,0,11107,16:06,903
16,58,131056070,NORTHGATE,0,11107,16:13,903
16,58,131059070,NORTHGATE,0,11107,16:13,903
16,58,131063070,DOWNTOWN,1,11107,16:22,903
16,58,131078070,DOWNTOWN,1,11107,16:20,903
16,58,131081070,DOWNTOWN,1,11107,16:20,903
16,58,131084070,DOWNTOWN,1,11107,16:20,903
9,58,132053070,EAST LAKE  ,0,11107,9:02,903
9,58,132056070,EAST LAKE  ,0,11107,9:02,903
9,58,132059070,EAST LAKE  ,0,11107,9:02,903
9,64,132845010,EAST LAKE  ,0,11501,9:02,951
9,64,132846010,DOWNTOWN,1,11501,9:51,951
16,64,132847010,NORTHGATE,0,11501,16:11,951
16,64,132848010,DOWNTOWN,1,11501,16:22,951
16,305,130989020,NORTHGATE,0,11502,16:09,951
16,305,130990020,NORTHGATE,0,11502,16:13,951
16,305,131019020,DOWNTOWN,1,11502,16:20,951
16,305,131020020,DOWNTOWN,1,11502,16:22,951
9,305,132004020,EAST LAKE  ,0,11502,9:02,951
9,305,132034020,DOWNTOWN,1,11502,9:51,951
9,58,132062070,EAST LAKE,0,11507,9:03,951
9,58,132084070,DOWNTOWN,1,11507,9:52,951
16,305,131007020,NORTHGATE,0,11602,16:09,952
16,305,131037020,DOWNTOWN,1,11602,16:20,952
9,305,132019020,EAST LAKE  ,0,11602,9:02,952
9,305,132048020,DOWNTOWN,1,11602,9:52,952
16,58,131044070,NORTHGATE,0,11607,16:09,952
16,58,131047070,NORTHGATE,0,11607,16:13,952
16,58,131050070,NORTHGATE,0,11607,16:11,952
16,58,131051070,NORTHGATE,0,11607,16:11,952
16,58,131052070,NORTHGATE,0,11607,16:11,952
9,58,132067070,EAST LAKE  ,0,11807,9:02,954
9,58,132078070,DOWNTOWN,1,11807,9:51,954
9,58,132088070,DOWNTOWN,1,11807,9:51,954
16,305,130991020,NORTHGATE,0,11902,16:13,955
16,305,130992020,NORTHGATE,0,11902,16:11,955
16,305,130993020,NORTHGATE,0,11902,16:11,955
16,305,131021020,DOWNTOWN,1,11902,16:20,955
16,305,131022020,DOWNTOWN,1,11902,16:20,955
16,305,131023020,DOWNTOWN,1,11902,16:20,955
7,305,131902020,DOWNTOWN,1,11902,7:51,955
9,305,132005020,EAST LAKE  ,0,11902,9:02,955
9,305,132006020,EAST LAKE  ,0,11902,9:02,955
9,305,132007020,EAST LAKE  ,0,11902,9:02,955
9,305,132008020,EAST LAKE  ,0,11902,9:02,955
9,305,132035020,DOWNTOWN,1,11902,9:51,955
9,305,132036020,DOWNTOWN,1,11902,9:51,955
9,305,132037020,DOWNTOWN,1,11902,9:51,955
9,305,132038020,DOWNTOWN,1,11902,9:52,955
16,58,131062070,NORTHGATE,0,11907,16:13,955
16,58,131087070,DOWNTOWN,1,11907,16:22,955
9,58,132070070,EAST LAKE,0,11907,9:03,955
9,58,132091070,DOWNTOWN,1,11907,9:51,955
16,305,131009020,NORTHGATE,0,12002,16:13,956
16,305,131039020,DOWNTOWN,1,12002,16:22,956
9,58,132074070,DOWNTOWN,1,11107,9:51,903
9,58,132080070,DOWNTOWN,1,11107,9:51,903
9,58,132082070,DOWNTOWN,1,11107,9:51,903
16,305,131005020,NORTHGATE,0,11202,16:09,904
16,305,131006020,NORTHGATE,0,11202,16:13,904
16,305,131035020,DOWNTOWN,1,11202,16:20,904
16,305,131036020,DOWNTOWN,1,11202,16:22,904
9,305,132002020,EAST LAKE  ,0,11202,9:02,904
9,305,132032020,DOWNTOWN,1,11202,9:51,904
16,58,131055070,NORTHGATE,0,11207,16:11,904
16,58,131080070,DOWNTOWN,1,11207,16:22,904
9,58,132052070,EAST LAKE,0,11207,9:03,904
9,58,132073070,DOWNTOWN,1,11207,9:51,904
16,305,130995020,NORTHGATE,0,11302,16:13,905
16,305,130999020,NORTHGATE,0,11302,16:09,905
16,305,131026020,DOWNTOWN,1,11302,16:20,905
16,305,131030020,DOWNTOWN,1,11302,16:20,905
9,305,131998020,EAST LAKE  ,0,11302,9:02,905
9,305,132024020,DOWNTOWN,1,11302,9:51,905
16,58,131041070,NORTHGATE,0,11307,16:13,905
16,58,131043070,NORTHGATE,0,11307,16:13,905
16,58,131058070,NORTHGATE,0,11307,16:13,905
16,58,131064070,DOWNTOWN,1,11307,16:22,905
16,58,131075070,DOWNTOWN,1,11307,16:20,905
16,58,131083070,DOWNTOWN,1,11307,16:20,905
9,58,132055070,EAST LAKE,0,11307,9:03,905
9,58,132058070,EAST LAKE  ,0,11307,9:02,905
9,58,132061070,EAST LAKE  ,0,11307,9:02,905
9,58,132075070,DOWNTOWN,1,11307,9:51,905
9,58,132076070,DOWNTOWN,1,11307,9:51,905
9,58,132083070,DOWNTOWN,1,11307,9:51,905
16,305,131000020,NORTHGATE,0,11402,16:06,906
16,305,131031020,DOWNTOWN,1,11402,16:20,906
9,305,132012020,EAST LAKE  ,0,11402,9:02,906
9,305,132042020,DOWNTOWN,1,11402,9:52,906
16,58,131060070,NORTHGATE,0,11407,16:13,906
16,58,131061070,NORTHGATE,0,11407,16:13,906
16,58,131085070,DOWNTOWN,1,11407,16:20,906
16,58,131086070,DOWNTOWN,1,11407,16:22,906
9,58,132057070,EAST LAKE,0,11407,9:03,906
9,58,132060070,EAST LAKE  ,0,11407,9:02,906
9,58,132077070,DOWNTOWN,1,11407,9:51,906
9,58,132081070,DOWNTOWN,1,11407,9:51,906
16,64,131091010,NORTHGATE,0,11501,16:09,951
16,64,131101010,DOWNTOWN,1,11501,16:20,951
16,58,131065070,DOWNTOWN,1,11607,16:20,952
16,58,131068070,DOWNTOWN,1,11607,16:20,952
16,58,131072070,DOWNTOWN,1,11607,16:07,952
16,58,131073070,DOWNTOWN,1,11607,16:20,952
16,58,131074070,DOWNTOWN,1,11607,16:22,952
16,58,131076070,DOWNTOWN,1,11607,16:20,952
16,58,131077070,DOWNTOWN,1,11607,16:07,952
9,58,132065070,EAST LAKE  ,0,11607,9:02,952
9,58,132068070,EAST LAKE  ,0,11607,9:02,952
9,58,132086070,DOWNTOWN,1,11607,9:51,952
9,58,132089070,DOWNTOWN,1,11607,9:51,952
16,305,130996020,NORTHGATE,0,11702,16:13,953
16,305,130997020,NORTHGATE,0,11702,16:13,953
16,305,131027020,DOWNTOWN,1,11702,16:20,953
16,305,131028020,DOWNTOWN,1,11702,16:22,953
9,305,132009020,EAST LAKE,0,11702,9:03,953
9,305,132010020,EAST LAKE  ,0,11702,9:02,953
9,305,132039020,DOWNTOWN,1,11702,9:51,953
9,305,132040020,DOWNTOWN,1,11702,9:51,953
16,58,131045070,NORTHGATE,0,11707,16:13,953
16,58,131048070,NORTHGATE,0,11707,16:13,953
16,58,131066070,DOWNTOWN,1,11707,16:20,953
16,58,131069070,DOWNTOWN,1,11707,16:22,953
21,58,131241070,GOLDEN GATEWAY,0,11707,21:02,953
21,58,131260070,DOWNTOWN,1,11707,21:51,953
9,58,132066070,EAST LAKE  ,0,11707,9:02,953
9,58,132087070,DOWNTOWN,1,11707,9:51,953
16,305,130994020,NORTHGATE,0,11802,16:11,954
16,305,131002020,NORTHGATE,0,11802,16:09,954
16,305,131003020,NORTHGATE,0,11802,16:13,954
16,305,131004020,NORTHGATE,0,11802,16:11,954
16,305,131024020,DOWNTOWN,1,11802,16:22,954
16,305,131025020,DOWNTOWN,1,11802,16:20,954
16,305,131033020,DOWNTOWN,1,11802,16:20,954
16,305,131034020,DOWNTOWN,1,11802,16:20,954
9,305,132015020,EAST LAKE  ,0,11802,9:02,954
9,305,132016020,EAST LAKE  ,0,11802,9:02,954
9,305,132017020,EAST LAKE  ,0,11802,9:02,954
9,305,132045020,DOWNTOWN,1,11802,9:51,954
9,305,132046020,DOWNTOWN,1,11802,9:51,954
9,305,132047020,DOWNTOWN,1,11802,9:51,954
16,58,131046070,NORTHGATE,0,11807,16:13,954
16,58,131049070,NORTHGATE,0,11807,16:11,954
16,58,131067070,DOWNTOWN,1,11807,16:20,954
16,58,131071070,DOWNTOWN,1,11807,16:20,954
4,58,131661070,EASTGATE HAMILTON PL,0,11807,4:13,954
4,58,131663070,EASTGATE HAMILTON PL,0,11807,4:13,954
4,58,131704070,DOWNTOWN,1,11807,4:64,954
4,58,131706070,DOWNTOWN,1,11807,4:65,954
9,58,132064070,EAST LAKE,0,11807,9:03,954
9,305,132020020,EAST LAKE,0,12002,9:03,956
9,305,132049020,DOWNTOWN,1,12002,9:51,956
16,58,131040070,NORTHGATE,0,12007,16:06,956
16,58,131070070,DOWNTOWN,1,12007,16:20,956
9,58,132069070,EAST LAKE  ,0,12007,9:02,956
9,58,132090070,DOWNTOWN,1,12007,9:52,956
21,58,131246070,GOLDEN GATEWAY,0,9307,21:01,451
21,58,131265070,DOWNTOWN,1,9307,21:55,451
4,58,131658070,EASTGATE HAMILTON PL,0,9307,4:13,451
4,58,131676070,EASTGATE HAMILTON PL,0,9307,4:13,451
4,58,131679070,EASTGATE HAMILTON PL,0,9307,4:13,451
4,58,131701070,DOWNTOWN,1,9307,4:64,451
4,58,131720070,DOWNTOWN,1,9307,4:64,451
4,58,131724070,DOWNTOWN,1,9307,4:64,451
21,64,131271010,GOLDEN GATEWAY,0,9601,21:01,452
21,64,131272010,GOLDEN GATEWAY,0,9601,21:01,452
21,64,131276010,GOLDEN GATEWAY,0,9601,21:02,452
21,64,131283010,DOWNTOWN,1,9601,21:53,452
21,64,131284010,DOWNTOWN,1,9601,21:55,452
21,64,131288010,DOWNTOWN,1,9601,21:53,452
4,64,131747010,EASTGATE HAMILTON PL,0,9601,4:13,452
4,64,131748010,EASTGATE HAMILTON PL,0,9601,4:13,452
4,64,131754010,DOWNTOWN VIA GOLDEN GATE,1,9601,4:69,452
4,64,131759010,DOWNTOWN VIA GOLDEN GATE,1,9601,4:69,452
4,305,131585020,HAMILTON PL EXPRESS,0,9602,4:14,452
4,305,131654020,DOWNTOWN EXPRESS,1,9602,4:67,452
10A,58,130434070,AVONDALE,0,9607,10A:01,452
10A,58,130450070,AVONDALE,0,9607,10A:01,452
10G,58,130569070,DOWNTOWN,1,9607,10G:54,452
10G,58,130571070,DOWNTOWN,1,9607,10G:55,452
4,58,131694070,EASTGATE HAMILTON PL,0,9707,4:13,453
4,58,131695070,EASTGATE HAMILTON PL,0,9707,4:13,453
4,58,131700070,DOWNTOWN,1,9707,4:64,453
4,58,131721070,DOWNTOWN,1,9707,4:64,453
4,58,131738070,DOWNTOWN,1,9707,4:64,453
4,58,131739070,DOWNTOWN,1,9707,4:65,453
21,64,131270010,GOLDEN GATEWAY,0,9801,21:02,454
21,64,131281010,DOWNTOWN,1,9801,21:53,454
4,64,132849010,EASTGATE HAMILTON PL,0,9801,4:13,454
4,64,132850010,DOWNTOWN,1,9801,4:65,454
3,305,131340020,ENTERPRISE SOUTH,0,9802,3:02,454
3,305,131347020,3 DOWNTOWN ,1,9802,3:53,454
4,305,131547020,EASTGATE HAMILTON PL,0,9802,4:10,454
4,305,131619020,DOWNTOWN,1,9802,4:64,454
21,58,131234070,GOLDEN GATEWAY,0,9807,21:02,454
21,58,131253070,DOWNTOWN,1,9807,21:53,454
4,58,131688070,EASTGATE HAMILTON PL,0,9807,4:13,454
4,58,131733070,DOWNTOWN,1,9807,4:65,454
4,305,131545020,EASTGATE HAMILTON PL,0,9902,4:13,455
4,305,131546020,EASTGATE HAMILTON PL,0,9902,4:13,455
4,305,131617020,DOWNTOWN,1,9902,4:64,455
4,305,131618020,DOWNTOWN,1,9902,4:65,455
7,305,131901020,DOWNTOWN,1,9902,7:51,455
21,58,131240070,GOLDEN GATEWAY,0,9907,21:02,455
21,58,131259070,DOWNTOWN,1,9907,21:53,455
4,58,131660070,EASTGATE HAMILTON PL,0,9907,4:13,455
4,58,131662070,EASTGATE HAMILTON PL,0,9907,4:13,455
4,58,131678070,EASTGATE HAMILTON PL,0,9907,4:13,455
4,58,131689070,EASTGATE HAMILTON PL,0,9907,4:13,455
4,58,131703070,DOWNTOWN,1,9907,4:64,455
4,58,131705070,DOWNTOWN,1,9907,4:65,455
4,58,131723070,DOWNTOWN,1,9907,4:64,455
4,58,131734070,DOWNTOWN,1,9907,4:64,455
4,305,131565020,EASTGATE HAMILTON PL,0,10002,4:10,456
4,305,131566020,EASTGATE HAMILTON PL,0,10002,4:13,456
4,305,131567020,EASTGATE HAMILTON PL,0,10002,4:13,456
4,305,131568020,EASTGATE HAMILTON PL,0,10002,4:13,456
4,305,131637020,DOWNTOWN,1,10002,4:64,456
4,305,131638020,DOWNTOWN,1,10002,4:64,456
4,305,131639020,DOWNTOWN,1,10002,4:64,456
4,305,131640020,DOWNTOWN,1,10002,4:65,456
4,58,131659070,EASTGATE HAMILTON PL,0,10007,4:13,456
4,58,131680070,EASTGATE HAMILTON PL,0,10007,4:10,456
4,58,131702070,DOWNTOWN,1,10007,4:65,456
4,58,131707070,DOWNTOWN,1,10207,4:65,458
4,58,131735070,DOWNTOWN,1,10207,4:64,458
4,58,131736070,DOWNTOWN,1,10207,4:64,458
4,58,131737070,DOWNTOWN,1,10207,4:64,458
4,305,131560020,EASTGATE HAMILTON PL,0,10302,4:10,459
4,305,131561020,EASTGATE HAMILTON PL,0,10302,4:13,459
4,305,131563020,EASTGATE HAMILTON PL,0,10302,4:13,459
4,305,131564020,EASTGATE HAMILTON PL,0,10302,4:13,459
4,305,131633020,DOWNTOWN,1,10302,4:64,459
4,305,131634020,DOWNTOWN,1,10302,4:64,459
4,305,131635020,DOWNTOWN,1,10302,4:64,459
4,305,131636020,DOWNTOWN,1,10302,4:65,459
33,58,132505070,SHUTTLE PARK NORTH,0,6707,33:01,3355
33,58,132509070,SHUTTLE PARK NORTH,0,6707,33:01,3355
33,58,132604070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132609070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132614070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132618070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132622070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132626070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132630070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132634070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132638070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132642070,SHUTTLE PARK SOUTH,1,6707,33:51,3355
33,58,132431070,SHUTTLE PARK NORTH,0,6807,33:03,3356
33,58,132437070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132443070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132449070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132455070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132461070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132467070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132472070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132477070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132482070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132486070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132490070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132494070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132498070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132502070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132506070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132510070,SHUTTLE PARK NORTH,0,6807,33:01,3356
33,58,132564070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132570070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132576070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132582070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132588070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132594070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132600070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132605070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132610070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132615070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132619070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132623070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132627070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132631070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132635070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132639070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
33,58,132643070,SHUTTLE PARK SOUTH,1,6807,33:51,3356
34,305,131381020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131382020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131383020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131384020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131385020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131386020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131387020,TREMONT + FRAZIER,0,6902,34:49,3401
8,305,131925020,,0,10702,8:55,801
8,305,131926020,GERMANTOWN + BRAINERD RD,1,10702,8:52,801
8,305,131927020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131928020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131929020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131930020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131931020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131932020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131933020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131934020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131935020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131936020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131937020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131938020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131939020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131940020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131941020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131942020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131943020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131944020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131945020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,305,131946020,GERMANTOWN + BRAINERD RD,1,10702,8:51,801
8,58,131947070,,0,10707,8:54,801
8,58,131948070,EASTDALE,0,10707,8:01,801
8,58,131949070,EASTDALE,0,10707,8:01,801
8,58,131950070,EASTDALE,0,10707,8:01,801
34,305,131416020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131417020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131418020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131419020,TREMONT + FRAZIER,0,6902,34:02,3401
34,305,131420020,TREMONT + FRAZIER,0,6902,34:49,3401
34,305,131421020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131422020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131423020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131424020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131425020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131426020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131427020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131428020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131429020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131430020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131431020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131432020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131433020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131434020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131435020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131436020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131437020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131438020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131439020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131440020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131441020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131442020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131443020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131444020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131445020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131446020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131447020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131448020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131449020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131450020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131451020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131452020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131453020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131454020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131455020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131456020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131457020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131458020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131459020,SHUTTLE PARK NORTH,1,6902,34:99,3401
34,305,131460020,SHUTTLE PARK NORTH,1,6902,34:52,3401
34,58,131461070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131462070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131463070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131464070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131465070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131466070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131467070,TREMONT + FRAZIER,0,6907,34:49,3401
34,58,131468070,TREMONT + FRAZIER,0,6907,34:49,3401
8,58,131951070,EASTDALE,0,10707,8:01,801
8,58,131952070,EASTDALE,0,10707,8:01,801
8,58,131953070,EASTDALE,0,10707,8:01,801
8,58,131954070,EASTDALE,0,10707,8:01,801
8,58,131970070,,1,10707,8:53,801
8,58,131971070,,1,10707,8:53,801
8,58,131972070,,1,10707,8:53,801
8,58,131973070,,1,10707,8:53,801
8,58,131974070,,1,10707,8:53,801
8,58,131975070,,1,10707,8:53,801
8,58,131976070,,1,10707,8:53,801
8,58,131977070,,1,10707,8:53,801
8,58,131955070,,0,10807,8:54,802
8,58,131956070,EASTDALE,0,10807,8:01,802
8,58,131957070,EASTDALE,0,10807,8:01,802
8,58,131958070,EASTDALE,0,10807,8:01,802
8,58,131959070,EASTDALE,0,10807,8:01,802
8,58,131960070,EASTDALE,0,10807,8:01,802
