route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,blockname
33,58,132572070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132578070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132584070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132590070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132596070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132601070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132606070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132611070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132649070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132653070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132657070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132661070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,58,132667070,SHUTTLE PARK SOUTH,1,5807,33:51,3302
33,64,132672010,SHUTTLE PARK NORTH,0,5901,33:01,3303
33,64,132733010,SHUTTLE PARK NORTH,0,5901,33:03,3303
33,64,132821010,SHUTTLE PARK SOUTH,1,6001,33:51,3304
33,64,132825010,SHUTTLE PARK SOUTH,1,6001,33:51,3304
33,64,132829010,SHUTTLE PARK SOUTH,1,6001,33:51,3304
33,64,132833010,SHUTTLE PARK SOUTH,1,6001,33:51,3304
33,64,132837010,SHUTTLE PARK SOUTH,1,6001,33:51,3304
33,64,132841010,SHUTTLE PARK SOUTH,1,6001,33:51,3304
33,305,132115020,SHUTTLE PARK NORTH,0,6002,33:03,3304
33,305,132120020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132125020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132130020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132159020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132160020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132161020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132162020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132163020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132164020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132165020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132166020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132201020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132202020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132203020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132204020,SHUTTLE PARK NORTH,0,6002,33:01,3304
33,305,132261020,SHUTTLE PARK SOUTH,1,6002,33:51,3304
33,305,132266020,SHUTTLE PARK SOUTH,1,6002,33:51,3304
33,305,132271020,SHUTTLE PARK SOUTH,1,6002,33:51,3304
33,305,132276020,SHUTTLE PARK SOUTH,1,6002,33:51,3304
33,58,132540070,SHUTTLE PARK SOUTH,1,6207,33:51,3306
33,58,132546070,SHUTTLE PARK SOUTH,1,6207,33:51,3306
33,58,132552070,SHUTTLE PARK SOUTH,1,6207,33:51,3306
33,58,132558070,SHUTTLE PARK SOUTH,1,6207,33:51,3306
33,58,132665070,SHUTTLE PARK SOUTH,1,6207,33:51,3306
33,64,132706010,SHUTTLE PARK NORTH,0,6301,33:03,3351
33,64,132710010,SHUTTLE PARK NORTH,0,6301,33:01,3351
33,64,132714010,SHUTTLE PARK NORTH,0,6301,33:01,3351
33,64,132718010,SHUTTLE PARK NORTH,0,6301,33:01,3351
33,64,132722010,SHUTTLE PARK NORTH,0,6301,33:01,3351
33,64,132726010,SHUTTLE PARK NORTH,0,6301,33:01,3351
33,64,132730010,SHUTTLE PARK NORTH,0,6301,33:01,3351
33,64,132793010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
33,64,132797010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
33,64,132801010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
33,64,132805010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
33,64,132809010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
33,64,132813010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
33,64,132817010,SHUTTLE PARK SOUTH,1,6301,33:51,3351
